wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,source_file
4.0,1.0,2.0,4.0,8.0,0.0,2.0,2.0,4.0,0.0,28.0,1.0,0.0,0.0,0.75,0.0,0.0,5.75,1.0,0.75,1,camel-1.2
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,camel-1.2
22.0,3.0,0.0,20.0,65.0,151.0,5.0,18.0,15.0,0.846560847,401.0,0.777777778,6.0,0.457142857,0.155844156,1.0,1.0,16.81818182,10.0,1.5455,1,camel-1.2
3.0,1.0,0.0,2.0,15.0,3.0,1.0,1.0,0.0,2.0,63.0,0.0,0.0,0.0,0.5,0.0,0.0,20.0,1.0,0.6667,0,camel-1.2
7.0,2.0,0.0,6.0,17.0,9.0,1.0,5.0,4.0,0.75,75.0,1.0,3.0,0.923076923,0.333333333,0.0,0.0,9.142857143,2.0,0.8571,1,camel-1.2
7.0,3.0,0.0,7.0,13.0,0.0,3.0,4.0,5.0,0.166666667,41.0,1.0,1.0,0.807692308,0.476190476,1.0,1.0,4.714285714,1.0,0.7143,0,camel-1.2
5.0,1.0,0.0,5.0,5.0,10.0,3.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.0,1.0,1,camel-1.2
2.0,5.0,0.0,2.0,7.0,0.0,1.0,1.0,2.0,0.0,25.0,1.0,0.0,0.944444444,0.666666667,0.0,0.0,11.0,1.0,0.5,0,camel-1.2
37.0,3.0,0.0,21.0,61.0,598.0,8.0,19.0,34.0,0.932539683,335.0,1.0,2.0,0.375,0.143939394,1.0,1.0,7.675675676,6.0,1.2162,1,camel-1.2
3.0,1.0,0.0,4.0,5.0,3.0,0.0,4.0,3.0,2.0,18.0,0.0,0.0,0.0,0.833333333,0.0,0.0,5.0,1.0,0.6667,0,camel-1.2
7.0,2.0,11.234587853670119,22.0,11.0,1.0,17.0,5.0,5.0,0.333333333,33.0,1.0,1.0,0.684210526,0.357142857,1.0,1.0,3.571428571,1.0,0.8571,0,camel-1.2
28.0,2.0,0.0,14.0,58.0,302.0,7.0,9.0,26.0,0.802469136,303.0,1.0,2.0,0.788135593,0.146103896,1.0,4.0,9.607142857,3.0,1.0714,1,camel-1.2
6.0,3.0,0.0,6.0,19.0,13.0,0.0,6.0,6.0,0.4,107.0,1.0,0.0,0.9,0.416666667,0.0,0.0,16.66666667,4.0,1.6667,0,camel-1.2
14.0,1.0,1.0,7.0,26.0,79.0,2.0,5.0,12.0,0.788461538,118.0,1.0,2.0,0.0,0.256410256,0.0,0.0,7.142857143,3.0,1.1429,1,camel-1.2
14.0,1.0,0.0,4.0,21.0,91.0,0.0,4.0,13.0,0.538461538,105.0,1.0,2.0,0.0,0.964285714,0.0,0.0,6.357142857,2.0,1.0,1,camel-1.2
4.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,4.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,5.5,1.0,0.75,0,camel-1.2
9.0,2.0,0.0,5.0,18.0,28.0,1.0,4.0,5.0,0.666666667,103.0,1.0,0.0,0.384615385,0.317460317,1.0,2.0,10.11111111,2.0,1.0,0,camel-1.2
1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
8.0,2.0,0.0,7.0,23.0,14.0,1.0,7.0,7.0,0.642857143,101.0,1.0,2.0,0.666666667,0.326530612,0.0,0.0,11.375,1.0,0.375,1,camel-1.2
9.0,0.0,0.0,19.0,59.0,16.0,2.0,17.0,6.0,0.541666667,382.0,0.666666667,0.0,0.0,0.347222222,0.0,0.0,41.11111111,6.0,1.7778,0,camel-1.2
15.0,1.0,1.0,13.0,35.0,59.0,3.0,12.0,5.0,0.821428571,189.0,1.0,2.0,0.0,0.222222222,0.0,0.0,11.2,4.0,1.0,0,camel-1.2
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,camel-1.2
1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0,camel-1.2
3.0,1.0,0.0,5.0,6.0,1.0,2.0,3.0,3.0,0.0,31.0,1.0,1.0,0.0,0.5,0.0,0.0,9.0,1.0,0.6667,0,camel-1.2
5.0,3.0,0.0,4.0,10.0,10.0,1.0,4.0,2.0,2.0,25.0,0.0,0.0,0.884615385,0.4,2.0,2.0,4.0,1.0,0.6,0,camel-1.2
15.0,1.0,0.0,22.0,47.0,81.0,2.0,20.0,14.0,0.867346939,218.0,1.0,1.0,0.0,0.1875,0.0,0.0,13.06666667,2.0,0.9333,0,camel-1.2
13.0,1.0,0.0,4.0,23.0,0.0,1.0,3.0,13.0,0.0,70.0,1.0,1.0,0.0,0.326923077,0.0,0.0,4.307692308,1.0,0.9231,0,camel-1.2
3.0,5.0,0.0,1.0,9.0,0.0,0.0,1.0,3.0,0.5,33.0,1.0,0.0,0.894736842,0.555555556,0.0,0.0,9.333333333,1.0,0.6667,1,camel-1.2
8.0,2.0,0.0,7.0,33.0,26.0,0.0,7.0,1.0,0.571428571,417.0,1.0,0.0,0.588235294,0.390625,1.0,1.0,51.0,8.0,3.625,0,camel-1.2
11.0,3.0,0.0,8.0,30.0,37.0,1.0,8.0,10.0,0.525,212.0,1.0,1.0,0.907407407,0.272727273,1.0,8.491679240622616,17.90909091,6.0,1.6364,1,camel-1.2
7.0,1.0,0.0,11.0,38.0,21.0,4.0,9.0,3.0,2.0,167.0,0.0,0.0,0.0,0.3,0.0,0.0,22.85714286,3.0,1.4286,0,camel-1.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,camel-1.2
15.0,3.0,4.0,10.0,30.0,79.0,4.0,6.0,11.0,0.816326531,146.0,1.0,1.0,0.647058824,0.205357143,1.0,1.0,8.266666667,1.0,0.8,0,camel-1.2
5.0,2.0,0.0,12.0,17.0,6.0,1.0,12.0,3.0,0.583333333,88.0,1.0,0.0,0.555555556,0.4,1.0,2.0,16.0,1.0,0.8,0,camel-1.2
7.0,3.0,0.0,8.0,18.0,21.0,2.0,6.0,4.0,2.0,66.0,0.0,0.0,0.875,0.326530612,0.0,0.0,8.428571429,2.0,0.7143,0,camel-1.2
1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,camel-1.2
2.0,1.0,0.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,camel-1.2
16.0,1.0,0.0,8.0,28.0,74.0,3.0,7.0,12.0,0.844444444,154.0,1.0,1.0,0.0,0.1875,0.0,0.0,8.25,3.0,1.1875,1,camel-1.2
4.0,3.0,0.0,9.0,11.0,6.0,6.0,4.0,4.0,2.0,25.0,0.0,0.0,0.97029703,0.625,1.0,2.0,5.25,1.0,0.75,1,camel-1.2
13.0,3.0,0.0,8.0,25.0,26.0,1.0,7.0,13.0,0.625,161.0,1.0,0.0,0.907407407,0.307692308,1.0,2.0,11.07692308,5.0,1.3077,1,camel-1.2
4.0,0.0,0.0,10.0,18.0,2.0,1.0,9.0,3.0,0.666666667,75.0,1.0,2.0,0.0,0.833333333,0.0,0.0,17.0,1.0,0.5,0,camel-1.2
1.0,2.0,0.0,5.0,2.0,0.0,2.0,3.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0,camel-1.2
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
1.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
15.0,2.0,0.0,18.0,28.0,101.0,5.0,17.0,13.0,0.75,118.0,1.0,2.0,0.548387097,0.2,1.0,1.0,6.733333333,2.0,1.0667,0,camel-1.2
6.0,1.0,0.0,9.0,18.0,15.0,8.0,1.0,5.0,2.0,102.0,0.0,0.0,0.0,0.333333333,0.0,0.0,16.0,5.0,2.8333,1,camel-1.2
16.0,1.0,0.0,6.0,47.0,112.0,4.0,2.0,14.0,0.6,301.0,1.0,0.0,0.0,0.4875,0.0,0.0,17.6875,1.0,0.875,1,camel-1.2
32.0,1.0,0.0,3.0,67.0,484.0,1.0,3.0,21.0,0.854070661,651.0,0.523809524,0.0,0.0,0.253456221,0.0,0.0,18.6875,7.0,1.7813,0,camel-1.2
2.0,1.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.75,0.0,0.0,3.0,1.0,0.5,0,camel-1.2
6.0,2.0,0.0,2.0,11.0,9.0,1.0,1.0,6.0,0.2,45.0,1.0,0.0,0.5,0.416666667,0.0,0.0,6.333333333,2.0,0.8333,0,camel-1.2
3.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,12.0,0.0,0.0,0.923076923,0.666666667,1.0,2.0,3.0,1.0,0.3333,0,camel-1.2
1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,camel-1.2
2.0,5.0,0.0,5.0,10.0,0.0,1.0,4.0,2.0,0.0,27.0,1.0,0.0,0.947368421,0.666666667,0.0,0.0,12.0,1.0,0.5,1,camel-1.2
14.0,1.0,0.0,3.0,22.0,59.0,0.0,3.0,13.0,0.753846154,125.0,1.0,0.0,0.0,0.178571429,0.0,0.0,7.571428571,1.0,0.7857,0,camel-1.2
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
12.0,1.0,0.0,14.0,32.0,16.0,3.0,14.0,9.0,0.795454545,104.0,1.0,4.0,0.0,0.345454545,0.0,0.0,7.333333333,1.0,0.8333,0,camel-1.2
6.0,2.0,0.0,2.0,9.0,9.0,1.0,1.0,6.0,0.2,41.0,1.0,0.0,0.5,0.5,0.0,0.0,5.666666667,2.0,0.8333,0,camel-1.2
10.0,1.0,2.0,9.0,18.0,9.0,4.0,7.0,10.0,0.666666667,86.0,1.0,3.0,0.0,0.285714286,0.0,0.0,7.3,3.0,1.2,0,camel-1.2
2.0,3.0,0.0,8.0,8.0,1.0,2.0,7.0,2.0,2.0,31.0,0.0,0.0,0.952380952,0.625,0.0,0.0,14.5,2.0,1.0,1,camel-1.2
3.0,1.0,0.0,4.0,9.0,3.0,1.0,3.0,3.0,2.0,21.0,0.0,0.0,0.0,0.533333333,0.0,0.0,6.0,1.0,0.6667,1,camel-1.2
8.0,2.0,1.0,8.0,23.0,8.0,2.0,6.0,5.0,0.285714286,82.0,1.0,0.0,0.65,0.375,1.0,1.0,9.125,1.0,0.875,1,camel-1.2
52.0,2.0,1.0,36.0,112.0,1166.0,4.0,26.3622629967386,38.0,0.91349481,993.0,1.0,6.387403980937025,0.213114754,0.08875129,1.0,1.0,17.76923077,7.0,1.3846,1,camel-1.2
7.0,3.0,0.0,10.0,22.0,0.0,2.0,10.0,2.0,0.733333333,88.0,1.0,4.0,0.814814815,0.3,1.0,1.0,10.85714286,1.0,0.7143,0,camel-1.2
27.0,2.0,0.0,20.0,62.0,293.0,1.0,19.0,23.0,0.905325444,343.0,1.0,4.0,0.074074074,0.134615385,0.0,0.0,11.22222222,3.0,1.1481,0,camel-1.2
9.0,1.0,0.0,6.0,34.0,10.0,1.0,5.0,8.0,0.5,185.0,0.666666667,0.0,0.0,0.333333333,0.0,0.0,19.22222222,4.0,1.8889,0,camel-1.2
11.0,3.0,2.0,17.0,16.0,51.0,9.0,9.0,10.0,0.6,85.0,1.0,2.0,0.677419355,0.246753247,1.0,1.0,6.545454545,2.0,1.0,0,camel-1.2
5.0,2.0,0.0,9.0,21.0,0.0,1.0,8.0,3.0,0.25,84.0,1.0,2.0,0.764705882,0.4,1.0,1.0,15.4,1.0,0.8,1,camel-1.2
5.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.5,32.0,1.0,0.0,0.0,0.466666667,0.0,0.0,5.0,1.0,0.8,1,camel-1.2
2.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.75,0.0,0.0,12.0,1.0,0.5,0,camel-1.2
2.0,1.0,0.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,1.0,0.5,1,camel-1.2
5.0,3.0,0.0,19.0,43.0,2.0,3.0,19.0,3.0,0.5,157.0,1.0,1.0,0.846153846,0.466666667,1.0,1.0,30.0,1.0,0.8,0,camel-1.2
14.0,1.0,0.0,10.0,21.0,59.0,8.0,3.0,13.0,0.641025641,126.0,1.0,1.0,0.0,0.375,0.0,0.0,7.785714286,4.0,1.2143,1,camel-1.2
4.0,3.0,0.0,9.0,8.0,2.0,2.0,9.0,2.0,0.777777778,33.0,1.0,2.0,0.904761905,0.4,0.0,0.0,6.5,1.0,0.5,0,camel-1.2
4.0,2.0,0.0,11.0,7.0,4.0,10.0,1.0,2.0,0.952380952,89.0,0.142857143,6.387403980937025,0.857142857,0.444444444,1.0,1.0,19.5,1.0,0.5,0,camel-1.2
1.0,6.0,0.0,3.0,6.0,0.0,1.0,2.0,1.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0,camel-1.2
4.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,3.0,0.666666667,37.0,1.0,0.0,0.972222222,0.45,0.0,0.0,7.75,2.0,0.75,0,camel-1.2
2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
2.0,3.0,0.0,7.0,14.0,1.0,0.0,7.0,1.0,2.0,42.0,0.0,0.0,0.958333333,0.666666667,1.0,2.0,20.0,1.0,0.5,0,camel-1.2
45.0,1.0,0.0,17.0,85.0,864.0,8.0,14.0,38.0,0.907467532,523.0,1.0,3.0,0.0,0.138888889,0.0,0.0,10.31111111,4.0,1.2667,1,camel-1.2
1.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,camel-1.2
3.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,12.0,0.0,0.0,0.923076923,0.666666667,1.0,2.0,3.0,1.0,0.3333,1,camel-1.2
2.0,3.0,0.0,4.0,8.0,0.0,1.0,3.0,1.0,0.0,33.0,1.0,1.0,0.954545455,0.666666667,0.0,0.0,15.0,1.0,0.5,1,camel-1.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,camel-1.2
4.0,0.0,0.0,10.0,18.0,4.0,1.0,9.0,3.0,0.666666667,81.0,1.0,0.0,0.0,0.4375,0.0,0.0,19.0,6.0,2.25,0,camel-1.2
4.0,2.0,0.0,11.0,7.0,0.0,7.0,6.0,4.0,0.0,34.0,1.0,1.0,0.947368421,0.541666667,0.0,0.0,7.25,1.0,0.5,0,camel-1.2
4.0,3.0,0.0,3.0,5.0,4.0,1.0,3.0,4.0,0.666666667,22.0,1.0,1.0,0.5,0.5,0.0,0.0,4.25,1.0,0.75,0,camel-1.2
8.0,1.0,1.0,13.0,64.0,12.0,2.0,11.0,2.0,0.785714286,388.0,0.75,2.0,0.0,0.321428571,0.0,0.0,47.0,11.0,2.125,1,camel-1.2
2.0,1.0,0.0,3.0,11.0,1.0,1.0,2.0,2.0,2.0,54.0,0.0,0.0,0.0,0.666666667,0.0,0.0,26.0,6.0,3.0,1,camel-1.2
2.0,1.0,0.0,11.0,2.0,1.0,11.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.833333333,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
52.0,3.0,0.0,17.0,109.0,1318.0,1.0,17.0,40.652358708017445,0.607843137,435.0,0.5,1.0,0.319444444,0.101495726,1.0,2.0,7.288461538,5.0,1.0192,0,camel-1.2
12.0,3.0,0.0,11.0,26.0,44.0,1.0,10.0,8.0,0.727272727,121.0,1.0,3.0,0.666666667,0.233766234,1.0,1.0,8.75,2.0,0.8333,0,camel-1.2
2.0,2.0,0.0,3.0,5.0,1.0,0.0,3.0,2.0,2.0,12.0,0.0,0.0,0.9,1.0,0.0,0.0,5.0,1.0,0.5,0,camel-1.2
10.0,2.0,11.234587853670119,22.0,21.0,17.0,13.0,9.0,7.0,0.777777778,90.0,1.0,4.0,0.590909091,0.28,1.0,1.0,7.6,2.0,1.1,1,camel-1.2
26.0,1.0,1.0,10.0,47.0,0.0,5.0,5.0,24.0,0.08,236.0,1.0,1.0,0.0,0.258241758,0.0,0.0,8.038461538,2.0,1.0,0,camel-1.2
4.0,3.0,0.0,4.0,19.0,6.0,1.0,4.0,3.0,2.0,62.0,0.0,0.0,0.92,0.375,1.0,1.0,14.5,1.0,0.5,0,camel-1.2
10.0,3.0,0.0,13.0,25.0,43.0,0.0,13.0,6.0,0.833333333,116.0,1.0,2.0,0.741935484,0.333333333,1.0,2.0,10.4,2.0,0.9,1,camel-1.2
23.0,1.0,0.0,2.0,42.0,237.0,0.0,2.0,22.0,0.075757576,230.0,1.0,0.0,0.0,0.381818182,0.0,0.0,8.869565217,2.0,1.4348,0,camel-1.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,camel-1.2
2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
5.0,1.0,0.0,4.0,5.0,10.0,4.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,camel-1.2
18.0,2.0,0.0,9.0,20.0,147.0,4.0,7.0,14.0,0.705882353,100.0,1.0,1.0,0.692307692,0.259259259,1.0,3.0,4.5,1.0,0.8889,0,camel-1.2
9.0,1.0,7.0,11.0,17.0,24.0,7.0,4.0,5.0,0.375,125.0,1.0,2.0,0.0,0.444444444,0.0,0.0,12.66666667,2.0,1.0,0,camel-1.2
10.0,1.0,0.0,3.0,16.0,27.0,1.0,2.0,10.0,0.666666667,69.0,1.0,1.0,0.0,0.425,0.0,0.0,5.6,1.0,0.7,1,camel-1.2
6.0,3.0,0.0,10.0,18.0,7.0,3.0,8.0,3.0,0.7,85.0,1.0,1.0,0.84,0.36,0.0,0.0,12.83333333,2.0,0.8333,0,camel-1.2
45.0,2.0,0.0,21.0,67.0,916.0,8.0,16.0,38.0,0.686363636,461.0,1.0,3.0,0.232142857,0.252525253,1.0,1.0,9.133333333,5.0,1.0889,1,camel-1.2
3.0,2.0,0.0,5.0,18.0,3.0,2.0,3.0,3.0,2.0,65.0,0.0,0.0,0.882352941,0.416666667,0.0,0.0,20.66666667,4.0,1.6667,0,camel-1.2
2.0,0.0,0.0,5.0,8.0,1.0,1.0,4.0,2.0,2.0,32.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,1.0,0.5,0,camel-1.2
11.0,1.0,0.0,16.0,52.0,43.0,1.0,15.0,1.0,0.5,248.0,1.0,0.0,0.470588235,0.4,1.0,4.0,21.45454545,10.0,1.9091,0,camel-1.2
3.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,12.0,0.0,0.0,0.923076923,0.666666667,1.0,2.0,3.0,1.0,0.3333,0,camel-1.2
4.0,2.0,0.0,5.0,15.0,4.0,1.0,5.0,3.0,0.666666667,38.0,1.0,1.0,0.857142857,0.466666667,0.0,0.0,8.25,1.0,0.25,1,camel-1.2
12.0,1.0,0.0,7.0,62.0,28.0,2.0,5.0,7.0,0.545454545,507.0,1.0,1.0,0.0,0.329545455,0.0,0.0,41.0,6.0,2.3333,1,camel-1.2
6.0,1.0,0.0,4.0,9.0,9.0,0.0,4.0,5.0,0.2,41.0,1.0,0.0,0.0,0.416666667,0.0,0.0,5.666666667,2.0,1.0,1,camel-1.2
0.0,1.0,0.0,31.0,0.0,0.0,30.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,camel-1.2
41.0,1.0,0.0,6.0,54.0,516.0,5.0,1.0,40.652358708017445,0.875,507.0,0.0,0.0,0.0,0.297560976,0.0,0.0,10.95121951,1.0,0.9268,0,camel-1.2
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
2.0,6.0,0.0,2.0,7.0,0.0,1.0,1.0,2.0,0.0,25.0,1.0,0.0,0.944444444,0.666666667,0.0,0.0,11.0,1.0,0.5,0,camel-1.2
4.0,2.0,2.0,10.0,19.0,0.0,5.0,5.0,2.0,0.0,86.0,1.0,0.0,0.8125,0.5625,0.0,0.0,20.25,2.0,1.25,1,camel-1.2
16.0,2.0,0.0,6.0,33.0,62.0,1.0,5.0,15.0,0.65,190.0,1.0,0.0,0.877358491,0.375,1.0,4.0,10.625,2.0,0.9375,1,camel-1.2
10.0,1.0,0.0,0.0,22.0,45.0,0.0,0.0,9.0,2.0,81.0,0.0,0.0,0.0,0.25,0.0,0.0,7.1,2.0,1.1,1,camel-1.2
7.0,4.0,0.0,2.0,13.0,0.0,1.0,1.0,7.0,0.583333333,108.0,1.0,1.0,0.85,0.571428571,0.0,0.0,14.14285714,3.0,2.0,0,camel-1.2
6.0,6.0,0.0,3.0,16.0,7.0,1.0,2.0,5.0,0.8,80.0,1.0,0.0,0.782608696,0.416666667,0.0,0.0,11.66666667,3.0,1.1667,0,camel-1.2
12.0,3.0,0.0,17.0,29.0,52.0,6.0,16.0,12.0,0.681818182,140.0,1.0,2.0,0.65625,0.191666667,1.0,1.0,10.5,2.0,1.0,0,camel-1.2
5.0,4.0,3.0,5.0,9.0,8.0,4.0,1.0,1.0,0.75,44.0,1.0,0.0,0.85,0.4,2.7357079116978245,3.0,7.6,4.0,1.4,0,camel-1.2
3.0,5.0,1.0,4.0,6.0,3.0,3.0,1.0,3.0,1.5,17.0,1.0,0.0,1.0,0.777777778,0.0,0.0,4.333333333,0.0,0.0,0,camel-1.2
14.0,3.0,0.0,8.0,23.0,35.0,3.0,7.0,13.0,0.153846154,105.0,1.0,0.0,0.657142857,0.339285714,2.0,7.0,6.428571429,2.0,0.9286,0,camel-1.2
4.0,3.0,0.0,3.0,22.0,0.0,1.0,3.0,2.0,0.333333333,86.0,1.0,0.0,0.884615385,0.4375,2.0,3.0,20.25,3.0,1.25,0,camel-1.2
6.0,1.0,4.0,5.0,7.0,9.0,5.0,0.0,5.0,0.6,23.0,1.0,0.0,0.0,0.5,0.0,0.0,2.666666667,1.0,0.6667,0,camel-1.2
1.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
1.0,5.0,0.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0,camel-1.2
3.0,1.0,0.0,6.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
2.0,5.0,0.0,4.0,8.0,0.0,1.0,4.0,2.0,0.0,22.0,1.0,1.0,0.947368421,0.666666667,0.0,0.0,9.5,1.0,0.5,0,camel-1.2
14.0,1.0,11.234587853670119,31.0,28.0,49.0,29.0,2.0,7.0,0.807692308,200.0,1.0,0.0,0.0,0.380952381,0.0,0.0,12.85714286,3.0,1.2143,1,camel-1.2
6.0,1.0,0.0,11.0,39.0,9.0,1.0,10.0,3.0,0.4,189.0,1.0,0.0,0.428571429,0.333333333,0.0,0.0,30.33333333,5.0,1.3333,0,camel-1.2
2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
3.0,1.0,0.0,3.0,7.0,0.0,1.0,2.0,3.0,0.0,21.0,1.0,0.0,0.0,0.666666667,0.0,0.0,5.666666667,1.0,0.6667,0,camel-1.2
7.0,1.0,4.0,12.0,20.0,17.0,8.0,4.0,3.0,0.75,108.0,1.0,1.0,0.0,0.428571429,0.0,0.0,14.14285714,3.0,1.0,1,camel-1.2
6.0,2.0,0.0,1.0,14.0,0.0,1.0,0.0,6.0,0.0,52.0,1.0,0.0,0.692307692,0.5,0.0,0.0,7.5,1.0,0.6667,1,camel-1.2
19.0,2.0,3.0,17.0,44.0,55.0,7.0,12.0,15.0,0.666666667,168.0,1.0,1.0,0.622222222,0.131578947,1.0,3.0,7.684210526,2.0,0.9474,1,camel-1.2
3.0,0.0,0.0,10.0,13.0,1.0,1.0,9.0,2.0,0.5,66.0,1.0,0.0,0.0,0.75,0.0,0.0,20.66666667,1.0,0.3333,0,camel-1.2
5.0,1.0,0.0,4.0,11.0,10.0,1.0,3.0,4.0,2.0,56.0,0.0,0.0,0.0,0.44,0.0,0.0,10.2,1.0,0.8,0,camel-1.2
39.0,1.0,11.0,23.0,67.0,687.0,13.0,10.0,31.0,0.897368421,405.0,1.0,6.387403980937025,0.0,0.13377193,0.0,0.0,9.128205128,4.0,1.3846,1,camel-1.2
3.0,1.0,0.0,4.0,9.0,1.0,1.0,3.0,3.0,0.0,47.0,1.0,0.0,0.0,0.5,0.0,0.0,14.33333333,2.0,1.0,0,camel-1.2
3.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,12.0,0.0,0.0,0.923076923,0.666666667,1.0,2.0,3.0,1.0,0.3333,0,camel-1.2
4.0,1.0,0.0,38.0,4.0,6.0,34.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
7.0,1.0,0.0,11.0,19.0,9.0,0.0,11.0,7.0,0.791666667,75.0,1.0,3.0,0.0,0.357142857,0.0,0.0,9.142857143,1.0,0.8571,0,camel-1.2
4.0,2.0,0.0,6.0,7.0,4.0,5.0,1.0,2.0,0.916666667,56.0,0.25,4.0,0.857142857,0.444444444,1.0,1.0,12.0,1.0,0.5,0,camel-1.2
3.0,5.0,0.0,4.0,8.0,0.0,1.0,3.0,3.0,0.5,32.0,1.0,2.0,0.894736842,0.555555556,0.0,0.0,9.0,1.0,0.6667,0,camel-1.2
21.0,2.0,1.0,15.0,49.0,142.0,1.0,14.0,12.0,0.808333333,276.0,1.0,2.0,0.4,0.2,1.0,2.0,11.85714286,3.0,1.0,0,camel-1.2
1.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,camel-1.2
